PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_male,Embarked_Q,Embarked_S
86,1,2,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",0.27961181545932834,3,0,3101278,-0.32928686163157667,,0.0,0.0,1.0
87,0,2,"Ford, Mr. William Neal",-1.0268355210026217,1,3,W./C. 6608,0.04370821849987721,,1.0,0.0,1.0
88,0,2,"Slocovski, Mr. Selman Francis",-0.10463740114712752,0,0,SOTON/OQ 392086,-0.4863374216869257,,1.0,0.0,1.0
89,1,0,"Fortune, Miss. Mabel Helen",-0.48888661775358344,3,2,19950,4.647001076532463,C23 C25 C27,0.0,0.0,1.0
90,0,2,"Celotti, Mr. Francesco",-0.41203677443229225,0,0,343275,-0.4863374216869257,,1.0,0.0,1.0
91,0,2,"Christmann, Mr. Emil",-0.027787557825836348,0,0,343276,-0.4863374216869257,,1.0,0.0,1.0
92,0,2,"Andreasson, Mr. Paul Edvin",-0.719436147717457,0,0,347466,-0.4902797934380587,,1.0,0.0,1.0
93,0,0,"Chaffee, Mr. Herbert Fuller",1.2786597786361138,1,0,W.E.P. 5734,0.5833178351003071,E31,1.0,0.0,1.0
94,0,2,"Dean, Mr. Bertram Frank",-0.2583370877897099,1,2,C.A. 2315,-0.23415046467497105,,1.0,0.0,1.0
95,0,2,"Coxon, Mr. Daniel",2.277707741812899,0,0,364500,-0.5024451714361923,,1.0,0.0,1.0
96,0,2,"Shorney, Mr. Charles Joseph",-0.10463740114712752,0,0,374910,-0.4863374216869257,,1.0,0.0,1.0
97,0,0,"Goldschmidt, Mr. George B",3.1999058616683933,0,0,PC 17754,0.0493298231623713,A5,1.0,0.0,0.0
98,1,0,"Greenfield, Mr. William Bertram",-0.48888661775358344,0,1,PC 17759,0.6272778976347743,D10 D12,1.0,0.0,0.0
99,1,1,"Doling, Mrs. John T (Ada Julia Bone)",0.35646165878061953,0,1,231919,-0.18532384824750675,,0.0,0.0,1.0
100,0,1,"Kantor, Mr. Sinai",0.35646165878061953,1,0,244367,-0.12491978668775715,,1.0,0.0,1.0
101,0,2,"Petranec, Miss. Matilda",-0.10463740114712752,0,0,349245,-0.4894421904510968,,0.0,0.0,1.0
102,0,2,"Petroff, Mr. Pastcho (""Pentcho"")",-0.10463740114712752,0,0,349215,-0.4894421904510968,,1.0,0.0,1.0
103,0,0,"White, Mr. Richard Frasar",-0.6425863043961658,0,1,35281,0.907737982394129,D26,1.0,0.0,1.0
104,0,2,"Johansson, Mr. Gustaf Joel",0.27961181545932834,0,0,7540,-0.4741720436887921,,1.0,0.0,1.0
105,0,2,"Gustafsson, Mr. Anders Vilhelm",0.5870111887444931,2,0,3101276,-0.4888542575852486,,1.0,0.0,1.0
106,0,2,"Mionoff, Mr. Stoytcho",-0.10463740114712752,0,0,349207,-0.4894421904510968,,1.0,0.0,1.0
107,1,2,"Salkjelsvik, Miss. Anna Kristine",-0.6425863043961658,0,0,343120,-0.494391296561559,,0.0,0.0,1.0
108,1,2,"Moss, Mr. Albert Johan",-0.10463740114712752,0,0,312991,-0.4918744606632361,,1.0,0.0,1.0
109,0,2,"Rekic, Mr. Tido",0.6638610320657843,0,0,349249,-0.4894421904510968,,1.0,0.0,1.0
110,1,2,"Moran, Miss. Bertha",-0.10463740114712752,1,0,371110,-0.1621689579829361,,0.0,1.0,0.0
111,0,0,"Porter, Mr. Walter Chamberlain",1.3555096219574048,0,0,110465,0.39858208016340624,C110,1.0,0.0,1.0
112,0,2,"Zabour, Miss. Hileni",-1.1421102859845584,1,0,2665,-0.3573908580066095,,0.0,0.0,0.0
113,0,2,"Barton, Mr. David John",-0.5657364610748746,0,0,324669,-0.4863374216869257,,1.0,0.0,1.0
114,0,2,"Jussila, Miss. Katriina",-0.719436147717457,1,0,4136,-0.4505983519307405,,0.0,0.0,1.0
115,0,2,"Attalah, Miss. Malake",-0.9499856776813305,0,0,2627,-0.3573083057891445,,0.0,0.0,0.0
116,0,2,"Pekoniemi, Mr. Edvard",-0.6425863043961658,0,0,STON/O 2. 3101294,-0.4888542575852486,,1.0,0.0,1.0
117,0,2,"Connors, Mr. Patrick",3.1614809400077477,0,0,370369,-0.49237782784290063,,1.0,1.0,0.0
118,0,1,"Turpin, Mr. William John Robert",-0.027787557825836348,1,0,11668,-0.22559322262067316,,1.0,0.0,1.0
119,0,0,"Baxter, Mr. Quigg Edmond",-0.41203677443229225,0,1,PC 17558,4.335332226633905,B58 B60,1.0,0.0,0.0
120,0,2,"Andersson, Miss. Ellis Anna Maria",-2.1027333275006983,4,2,347082,-0.01870931177853076,,0.0,0.0,1.0
121,0,1,"Hickman, Mr. Stanley George",-0.6425863043961658,2,0,S.O.C. 14879,0.8314778546749452,,1.0,0.0,1.0
122,0,2,"Moore, Mr. Leonard Charles",-0.10463740114712752,0,0,A4. 54510,-0.4863374216869257,,1.0,0.0,1.0
123,0,1,"Nasser, Mr. Nicholas",0.24118689379868277,1,0,237736,-0.04295550208861426,,1.0,0.0,0.0
124,1,1,"Webber, Miss. Susan",0.24118689379868277,0,0,27267,-0.3866707201133388,E101,0.0,0.0,1.0
125,0,0,"White, Mr. Percival Wayland",1.893458525206443,0,1,35281,0.907737982394129,D26,1.0,0.0,1.0
126,1,2,"Nicola-Yarred, Master. Elias",-1.3342348942877864,1,0,2651,-0.42207354059350805,,1.0,0.0,0.0
127,0,2,"McMahon, Mr. Martin",-0.10463740114712752,0,0,370372,-0.49237782784290063,,1.0,1.0,0.0
128,1,2,"Madsen, Mr. Fridtjof Arne",-0.41203677443229225,0,0,C 17369,-0.5046257580584992,,1.0,0.0,1.0
129,1,2,"Peter, Miss. Anna",-0.10463740114712752,1,1,2668,-0.19824427701513722,F E69,0.0,0.0,0.0
130,0,2,"Ekstrom, Mr. Johan",1.2018099353148226,0,0,347061,-0.5079822104125026,,1.0,0.0,1.0
131,0,2,"Drazenoic, Mr. Jozef",0.27961181545932834,0,0,349241,-0.4894421904510968,,1.0,0.0,0.0
132,0,2,"Coelho, Mr. Domingos Fernandeo",-0.719436147717457,0,0,SOTON/O.Q. 3101307,-0.5064721088735089,,1.0,0.0,1.0
133,0,2,"Robins, Mrs. Alexander A (Grace Charity Laury)",1.3555096219574048,1,0,A/5. 3337,-0.35646868933346404,,0.0,0.0,1.0
134,1,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",-0.027787557825836348,1,0,228414,-0.12491978668775715,,0.0,0.0,1.0
135,0,1,"Sobey, Mr. Samuel James Hayden",-0.33518693111100106,0,0,C.A. 29178,-0.3866707201133388,,1.0,0.0,1.0
136,0,1,"Richard, Mr. Emile",-0.48888661775358344,0,0,SC/PARIS 2133,-0.3454791770670269,,1.0,0.0,0.0
137,1,0,"Newsom, Miss. Helen Monypeny",-0.7962859910387481,0,2,11752,-0.11921562980779811,D47,0.0,0.0,1.0
138,0,0,"Futrelle, Mr. Jacques Heath",0.5870111887444931,1,0,113803,0.4207302360686478,C123,1.0,0.0,1.0
139,0,2,"Osen, Mr. Olaf Elon",-1.0268355210026217,0,0,7534,-0.4628462821463391,,1.0,0.0,1.0
140,0,0,"Giglio, Mr. Victor",-0.41203677443229225,0,0,PC 17593,0.9462455716384695,B86,1.0,0.0,0.0
141,0,2,"Boulos, Mrs. Joseph (Sultana)",-0.10463740114712752,0,2,2678,-0.3414522396297103,,0.0,0.0,0.0
142,1,2,"Nysten, Miss. Anna Sofia",-0.5657364610748746,0,0,347081,-0.49237782784290063,,0.0,0.0,1.0
143,1,2,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",-0.41203677443229225,1,0,STON/O2. 3101279,-0.32928686163157667,,0.0,0.0,1.0
144,0,2,"Burke, Mr. Jeremiah",-0.7962859910387481,0,0,365222,-0.5125125150294839,,1.0,1.0,0.0
145,0,1,"Andrew, Mr. Edgardo Samuel",-0.8731358343600393,0,0,231945,-0.41687275089321363,,1.0,0.0,1.0
146,0,1,"Nicholls, Mr. Joseph Charles",-0.7962859910387481,1,1,C.A. 33112,0.09152810056801232,,1.0,0.0,1.0
147,1,2,"Andersson, Mr. August Edvard (""Wennerstrom"")",-0.1814872444684187,0,0,350043,-0.49145565916975514,,1.0,0.0,1.0
148,0,2,"Ford, Miss. Robina Maggie ""Ruby""",-1.56478442425166,2,2,W./C. 6608,0.04370821849987721,,0.0,0.0,1.0
149,0,1,"Navratil, Mr. Michel (""Louis M Hoffman"")",0.5485862670838475,0,2,230080,-0.12491978668775715,F2,1.0,0.0,1.0
150,0,1,"Byles, Rev. Thomas Roussel Davids",0.9712604053509489,0,0,244310,-0.3866707201133388,,1.0,0.0,1.0
151,0,1,"Bateman, Rev. Robert James",1.6629089952425695,0,0,S.O.P. 1166,-0.39623469652696586,,1.0,0.0,1.0
152,1,0,"Pears, Mrs. Thomas (Edith Wearne)",-0.5657364610748746,1,0,113776,0.6925485130875209,C2,0.0,0.0,1.0
153,0,2,"Meo, Mr. Alfonzo",2.00873329018838,0,0,A.5. 11206,-0.4863374216869257,,1.0,0.0,1.0
154,0,2,"van Billiard, Mr. Austin Blyler",0.8559856403690123,0,2,A/5. 851,-0.35646868933346404,,1.0,0.0,1.0
155,0,2,"Olsen, Mr. Ole Martin",-0.10463740114712752,0,0,Fa 265302,-0.5011867534870308,,1.0,0.0,1.0
156,0,0,"Williams, Mr. Charles Duane",1.6629089952425695,0,1,PC 17597,0.5874293382238074,,1.0,0.0,0.0
157,1,2,"Gilnagh, Miss. Katherine ""Katie""",-1.0268355210026217,0,0,35851,-0.49271407711891657,,0.0,1.0,0.0
158,0,2,"Corn, Mr. Harry",0.04906228549545483,0,0,SOTON/OQ 392090,-0.4863374216869257,,1.0,0.0,1.0
159,0,2,"Smiljanic, Mr. Mile",-0.10463740114712752,0,0,315037,-0.47400492578514347,,1.0,0.0,1.0
160,0,2,"Sage, Master. Thomas Henry",-0.10463740114712752,8,2,CA. 2343,0.7519458402879414,,1.0,0.0,1.0
161,0,2,"Cribb, Mr. John Hatfield",1.1249600919935314,0,1,371362,-0.32425318983493084,,1.0,0.0,1.0
162,1,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",0.8175607187083667,0,0,C.A. 33595,-0.331300330350235,,0.0,0.0,1.0
163,0,2,"Bengtsson, Mr. John Viktor",-0.2583370877897099,0,0,347068,-0.4918744606632361,,1.0,0.0,1.0
164,0,2,"Calic, Mr. Jovo",-0.9499856776813305,0,0,315093,-0.47400492578514347,,1.0,0.0,1.0
165,0,2,"Panula, Master. Eino Viljami",-2.1795831708219895,4,1,3101295,0.1506737441786005,,1.0,0.0,1.0
166,1,2,"Goldsmith, Master. Frank John William ""Frankie""",-1.56478442425166,0,2,363291,-0.2351571990343002,,1.0,0.0,1.0
167,1,0,"Chibnall, Mrs. (Edith Martha Bowerman)",-0.10463740114712752,0,1,113505,0.4589861417231558,E33,0.0,0.0,1.0
168,0,2,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",1.2018099353148226,1,4,347088,-0.08666388103324908,,0.0,0.0,1.0
169,0,0,"Baumann, Mr. John D",-0.10463740114712752,0,0,PC 17318,-0.12642988822675086,,1.0,0.0,1.0
170,0,2,"Ling, Mr. Lee",-0.10463740114712752,0,0,1601,0.48910360681684706,,1.0,0.0,1.0
171,0,0,"Van der hoef, Mr. Wyckoff",2.4314074284554814,0,0,111240,0.026090367211616904,B19,1.0,0.0,1.0
172,0,2,"Rice, Master. Arthur",-1.949033640858116,4,1,382652,-0.06199888922968463,,1.0,1.0,0.0
173,1,2,"Johnson, Miss. Eleanor Ileen",-2.1795831708219895,1,1,347742,-0.4242561406845337,,0.0,0.0,1.0
174,0,2,"Sivola, Mr. Antti Wilhelm",-0.6425863043961658,0,0,STON/O 2. 3101280,-0.4888542575852486,,1.0,0.0,1.0
175,0,0,"Smith, Mr. James Clinch",2.0471582118490255,0,0,17764,-0.030371322596999754,A7,1.0,0.0,0.0
176,0,2,"Klasen, Mr. Klas Albin",-0.8731358343600393,1,1,350404,-0.4902797934380587,,1.0,0.0,1.0
177,0,2,"Lefebre, Master. Henry Forbes",-0.10463740114712752,3,1,4133,-0.13565761536436197,,1.0,0.0,1.0
178,0,0,"Isham, Miss. Ann Elizabeth",1.5860591519212783,0,0,PC 17595,-0.07030444769415023,C49,0.0,0.0,0.0
179,0,1,"Hale, Mr. Reginald",0.04906228549545483,0,0,250653,-0.3866707201133388,,1.0,0.0,1.0
180,0,2,"Leonard, Mr. Lionel",0.5101613454232019,0,0,LINE,-0.6484216535389205,,1.0,0.0,1.0
181,0,2,"Sage, Miss. Constance Gladys",-0.10463740114712752,8,2,CA. 2343,0.7519458402879414,,0.0,0.0,1.0
182,0,1,"Pernot, Mr. Rene",-0.10463740114712752,0,0,SC/PARIS 2131,-0.34539461138084326,,1.0,0.0,0.0
183,0,2,"Asplund, Master. Clarence Gustaf Hugo",-1.56478442425166,4,2,347077,-0.016444159470040135,,1.0,0.0,1.0
184,1,1,"Becker, Master. Richard F",-2.1795831708219895,2,1,230136,0.13683114673782454,F4,1.0,0.0,1.0
185,1,2,"Kink-Heilmann, Miss. Luise Gretchen",-1.949033640858116,0,2,315153,-0.20495516825442542,,0.0,0.0,1.0
186,0,0,"Rood, Mr. Hugh Roscoe",-0.10463740114712752,0,0,113767,0.3583127057902398,A32,1.0,0.0,1.0
187,1,2,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",-0.10463740114712752,1,0,370365,-0.3363340021468808,,0.0,1.0,0.0
188,1,0,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",1.2018099353148226,0,0,111428,-0.11384570873513637,,1.0,0.0,1.0
189,0,2,"Bourke, Mr. John",0.8175607187083667,1,1,364849,-0.3363340021468808,,1.0,1.0,0.0
190,0,2,"Turcin, Mr. Stjepan",0.5101613454232019,0,0,349247,-0.4894421904510968,,1.0,0.0,1.0
191,1,1,"Pinsky, Mrs. (Rosa)",0.20276197213803718,0,0,234604,-0.3866707201133388,,0.0,0.0,1.0
192,0,1,"Carbines, Mr. William",-0.7962859910387481,0,0,28424,-0.3866707201133388,,1.0,0.0,1.0
193,1,2,"Andersen-Jensen, Miss. Carla Christine Nielsine",-0.7962859910387481,1,0,350046,-0.4902797934380587,,0.0,0.0,1.0
194,1,1,"Navratil, Master. Michel M",-2.025883484179407,1,1,230080,-0.12491978668775715,F2,1.0,0.0,1.0
195,1,0,"Brown, Mrs. James Joseph (Margaret Tobin)",1.1249600919935314,0,0,PC 17610,-0.09027201697708476,B4,0.0,0.0,0.0
196,1,0,"Lurette, Miss. Elise",2.200857898491608,0,0,PC 17569,2.301728820789,B80,0.0,0.0,0.0
197,0,2,"Mernagh, Mr. Robert",-0.10463740114712752,0,0,368703,-0.49237782784290063,,1.0,1.0,0.0
198,0,2,"Olsen, Mr. Karl Siegwart Andreas",0.9712604053509489,0,1,4579,-0.47920571548543794,,1.0,0.0,1.0
199,1,2,"Madigan, Miss. Margaret ""Maggie""",-0.10463740114712752,0,0,370370,-0.49237782784290063,,0.0,1.0,0.0
200,0,1,"Yrois, Miss. Henriette (""Mrs Harbeck"")",-0.41203677443229225,0,0,248747,-0.3866707201133388,,0.0,0.0,1.0
201,0,2,"Vande Walle, Mr. Nestor Cyriel",-0.10463740114712752,0,0,345770,-0.45714212526638004,,1.0,0.0,1.0
202,0,2,"Sage, Mr. Frederick",-0.10463740114712752,8,2,CA. 2343,0.7519458402879414,,1.0,0.0,1.0
203,0,2,"Johanson, Mr. Jakob Alfred",0.35646165878061953,0,0,3101264,-0.5176307525123133,,1.0,0.0,1.0
204,0,2,"Youseff, Mr. Gerious",1.2402348569754682,0,0,2628,-0.5029485386158568,,1.0,0.0,0.0
205,1,2,"Cohen, Mr. Gurshon ""Gus""",-0.8731358343600393,0,0,A/5 3540,-0.4863374216869257,,1.0,0.0,1.0
206,0,2,"Strom, Miss. Telma Matilda",-2.1027333275006983,0,1,347054,-0.43776248884929375,G6,0.0,0.0,1.0
207,0,2,"Backstrom, Mr. Karl Alfred",0.20276197213803718,1,0,3101278,-0.32928686163157667,,1.0,0.0,1.0
208,1,2,"Albimona, Mr. Nassef Cassem",-0.2583370877897099,0,0,2699,-0.2701412180209885,,1.0,0.0,0.0
209,1,2,"Carr, Miss. Helen ""Ellen""",-1.0268355210026217,0,0,367231,-0.49237782784290063,,0.0,1.0,0.0
