PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
62,1,-1.5661069258891576,"Icard, Miss. Amelie",female,0.571830994003175,-0.47454519624983954,-0.4736736092984604,113572,0.962353321387736,B28,
63,0,-1.5661069258891576,"Harris, Mr. Henry Birkhardt",male,1.054046834178761,0.4327933656785018,-0.4736736092984604,36973,1.0323213593611125,C83,S
64,0,0.8273772438659699,"Skoog, Master. Harald",male,-1.7703602297068137,2.2474704895351842,2.0089333664952354,347088,-0.08666388103324908,,S
65,0,-1.5661069258891576,"Stewart, Mr. Albert A",male,,-0.47454519624983954,-0.4736736092984604,PC 17605,-0.09027201697708476,,C
66,1,0.8273772438659699,"Moubarek, Master. Gerios",male,,0.4327933656785018,0.7676298785983874,2661,-0.3414522396297103,,C
67,1,-0.3693648410115938,"Nye, Mrs. (Elizabeth Ramell)",female,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,C.A. 29395,-0.43700743807979686,F33,S
68,0,0.8273772438659699,"Crease, Mr. Ernest James",male,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,S.P. 3464,-0.4841568350646187,,S
69,1,0.8273772438659699,"Andersson, Miss. Erna Alexandra",female,-0.8748165265235827,3.1548090514635256,2.0089333664952354,3101281,-0.4888542575852486,,S
70,0,0.8273772438659699,"Kink, Mr. Vincenz",male,-0.25482473201211503,1.340131927606843,-0.4736736092984604,315151,-0.47400492578514347,,S
71,0,-0.3693648410115938,"Jenkin, Mr. Stephen Curnow",male,0.15850313099553,-0.47454519624983954,-0.4736736092984604,C.A. 33111,-0.43700743807979686,,S
72,0,0.8273772438659699,"Goodwin, Miss. Lillian Amy",female,-0.9437045036915235,4.0621476133918675,2.0089333664952354,CA 2144,0.2958951755118318,,S
73,0,-0.3693648410115938,"Hood, Mr. Ambrose Jr",male,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,S.O.C. 14879,0.8314778546749452,,S
74,0,0.8273772438659699,"Chronopoulos, Mr. Apostolos",male,-0.25482473201211503,0.4327933656785018,-0.4736736092984604,2680,-0.3573908580066095,,C
75,1,0.8273772438659699,"Bing, Mr. Lee",male,0.15850313099553,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,,S
76,0,0.8273772438659699,"Moen, Mr. Sigurd Hansen",male,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,348123,-0.494391296561559,F G73,S
77,0,0.8273772438659699,"Staneff, Mr. Ivan",male,,-0.47454519624983954,-0.4736736092984604,349208,-0.4894421904510968,,S
78,0,0.8273772438659699,"Moutal, Mr. Rahamin Haim",male,,-0.47454519624983954,-0.4736736092984604,374746,-0.4863374216869257,,S
79,1,-0.3693648410115938,"Caldwell, Master. Alden Gates",male,-1.9887351173291863,-0.47454519624983954,2.0089333664952354,248738,-0.06451572512800753,,S
80,1,0.8273772438659699,"Dowdell, Miss. Elizabeth",female,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,364516,-0.397241430886295,,S
81,0,0.8273772438659699,"Waelens, Mr. Achille",male,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,345767,-0.46720946885967163,,S
82,1,0.8273772438659699,"Sheerlinck, Mr. Jan Baptist",male,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,345779,-0.45714212526638004,,S
83,1,0.8273772438659699,"McDermott, Miss. Brigdet Delia",female,,-0.47454519624983954,-0.4736736092984604,330932,-0.49162277707340374,,Q
84,0,-1.5661069258891576,"Carrau, Mr. Francisco M",male,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,113059,0.29992211294914856,,S
85,1,-0.3693648410115938,"Ilett, Miss. Bertha",female,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,SO/C 14885,-0.43700743807979686,,S
86,1,0.8273772438659699,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,0.22739110816347086,2.2474704895351842,-0.4736736092984604,3101278,-0.32928686163157667,,S
87,0,0.8273772438659699,"Ford, Mr. William Neal",male,-0.9437045036915235,0.4327933656785018,3.250236854392083,W./C. 6608,0.04370821849987721,,S
88,0,0.8273772438659699,"Slocovski, Mr. Selman Francis",male,,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392086,-0.4863374216869257,,S
89,1,-1.5661069258891576,"Fortune, Miss. Mabel Helen",female,-0.4614886635159376,2.2474704895351842,2.0089333664952354,19950,4.647001076532463,C23 C25 C27,S
90,0,0.8273772438659699,"Celotti, Mr. Francesco",male,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,343275,-0.4863374216869257,,S
91,0,0.8273772438659699,"Christmann, Mr. Emil",male,-0.04816080050829252,-0.47454519624983954,-0.4736736092984604,343276,-0.4863374216869257,,S
92,0,0.8273772438659699,"Andreasson, Mr. Paul Edvin",male,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,347466,-0.4902797934380587,,S
93,0,-1.5661069258891576,"Chaffee, Mr. Herbert Fuller",male,1.122934811346702,0.4327933656785018,-0.4736736092984604,W.E.P. 5734,0.5833178351003071,E31,S
94,0,0.8273772438659699,"Dean, Mr. Bertram Frank",male,-0.25482473201211503,0.4327933656785018,2.0089333664952354,C.A. 2315,-0.23415046467497105,,S
95,0,0.8273772438659699,"Coxon, Mr. Daniel",male,2.018478514529933,-0.47454519624983954,-0.4736736092984604,364500,-0.5024451714361923,,S
96,0,0.8273772438659699,"Shorney, Mr. Charles Joseph",male,,-0.47454519624983954,-0.4736736092984604,374910,-0.4863374216869257,,S
97,0,-1.5661069258891576,"Goldschmidt, Mr. George B",male,2.845134240545223,-0.47454519624983954,-0.4736736092984604,PC 17754,0.0493298231623713,A5,C
98,1,-1.5661069258891576,"Greenfield, Mr. William Bertram",male,-0.4614886635159376,-0.47454519624983954,0.7676298785983874,PC 17759,0.6272778976347743,D10 D12,C
99,1,-0.3693648410115938,"Doling, Mrs. John T (Ada Julia Bone)",female,0.2962790853314117,-0.47454519624983954,0.7676298785983874,231919,-0.18532384824750675,,S
100,0,-0.3693648410115938,"Kantor, Mr. Sinai",male,0.2962790853314117,0.4327933656785018,-0.4736736092984604,244367,-0.12491978668775715,,S
101,0,0.8273772438659699,"Petranec, Miss. Matilda",female,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,349245,-0.4894421904510968,,S
102,0,0.8273772438659699,"Petroff, Mr. Pastcho (""Pentcho"")",male,,-0.47454519624983954,-0.4736736092984604,349215,-0.4894421904510968,,S
103,0,-1.5661069258891576,"White, Mr. Richard Frasar",male,-0.5992646178518193,-0.47454519624983954,0.7676298785983874,35281,0.907737982394129,D26,S
104,0,0.8273772438659699,"Johansson, Mr. Gustaf Joel",male,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,7540,-0.4741720436887921,,S
105,0,0.8273772438659699,"Gustafsson, Mr. Anders Vilhelm",male,0.5029430168352342,1.340131927606843,-0.4736736092984604,3101276,-0.4888542575852486,,S
106,0,0.8273772438659699,"Mionoff, Mr. Stoytcho",male,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,349207,-0.4894421904510968,,S
107,1,0.8273772438659699,"Salkjelsvik, Miss. Anna Kristine",female,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,343120,-0.494391296561559,,S
108,1,0.8273772438659699,"Moss, Mr. Albert Johan",male,,-0.47454519624983954,-0.4736736092984604,312991,-0.4918744606632361,,S
109,0,0.8273772438659699,"Rekic, Mr. Tido",male,0.571830994003175,-0.47454519624983954,-0.4736736092984604,349249,-0.4894421904510968,,S
110,1,0.8273772438659699,"Moran, Miss. Bertha",female,,0.4327933656785018,-0.4736736092984604,371110,-0.1621689579829361,,Q
111,0,-1.5661069258891576,"Porter, Mr. Walter Chamberlain",male,1.1918227885146426,-0.47454519624983954,-0.4736736092984604,110465,0.39858208016340624,C110,S
112,0,0.8273772438659699,"Zabour, Miss. Hileni",female,-1.0470364694434349,0.4327933656785018,-0.4736736092984604,2665,-0.3573908580066095,,C
113,0,0.8273772438659699,"Barton, Mr. David John",male,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,324669,-0.4863374216869257,,S
114,0,0.8273772438659699,"Jussila, Miss. Katriina",female,-0.6681525950197601,0.4327933656785018,-0.4736736092984604,4136,-0.4505983519307405,,S
115,0,0.8273772438659699,"Attalah, Miss. Malake",female,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,2627,-0.3573083057891445,,C
116,0,0.8273772438659699,"Pekoniemi, Mr. Edvard",male,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101294,-0.4888542575852486,,S
117,0,0.8273772438659699,"Connors, Mr. Patrick",male,2.8106902519612524,-0.47454519624983954,-0.4736736092984604,370369,-0.49237782784290063,,Q
118,0,-0.3693648410115938,"Turpin, Mr. William John Robert",male,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,11668,-0.22559322262067316,,S
119,0,-1.5661069258891576,"Baxter, Mr. Quigg Edmond",male,-0.3926006863479967,-0.47454519624983954,0.7676298785983874,PC 17558,4.335332226633905,B58 B60,C
120,0,0.8273772438659699,"Andersson, Miss. Ellis Anna Maria",female,-1.9081361840426954,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,,S
121,0,-0.3693648410115938,"Hickman, Mr. Stanley George",male,-0.5992646178518193,1.340131927606843,-0.4736736092984604,S.O.C. 14879,0.8314778546749452,,S
122,0,0.8273772438659699,"Moore, Mr. Leonard Charles",male,,-0.47454519624983954,-0.4736736092984604,A4. 54510,-0.4863374216869257,,S
123,0,-0.3693648410115938,"Nasser, Mr. Nicholas",male,0.19294711957950042,0.4327933656785018,-0.4736736092984604,237736,-0.04295550208861426,,C
124,1,-0.3693648410115938,"Webber, Miss. Susan",female,0.19294711957950042,-0.47454519624983954,-0.4736736092984604,27267,-0.3866707201133388,E101,S
125,0,-1.5661069258891576,"White, Mr. Percival Wayland",male,1.6740386286902287,-0.47454519624983954,0.7676298785983874,35281,0.907737982394129,D26,S
126,1,0.8273772438659699,"Nicola-Yarred, Master. Elias",male,-1.219256412363287,0.4327933656785018,-0.4736736092984604,2651,-0.42207354059350805,,C
127,0,0.8273772438659699,"McMahon, Mr. Martin",male,,-0.47454519624983954,-0.4736736092984604,370372,-0.49237782784290063,,Q
128,1,0.8273772438659699,"Madsen, Mr. Fridtjof Arne",male,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,C 17369,-0.5046257580584992,,S
129,1,0.8273772438659699,"Peter, Miss. Anna",female,,0.4327933656785018,0.7676298785983874,2668,-0.19824427701513722,F E69,C
130,0,0.8273772438659699,"Ekstrom, Mr. Johan",male,1.054046834178761,-0.47454519624983954,-0.4736736092984604,347061,-0.5079822104125026,,S
131,0,0.8273772438659699,"Drazenoic, Mr. Jozef",male,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,349241,-0.4894421904510968,,C
132,0,0.8273772438659699,"Coelho, Mr. Domingos Fernandeo",male,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,SOTON/O.Q. 3101307,-0.5064721088735089,,S
133,0,0.8273772438659699,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,1.1918227885146426,0.4327933656785018,-0.4736736092984604,A/5. 3337,-0.35646868933346404,,S
134,1,-0.3693648410115938,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,-0.04816080050829252,0.4327933656785018,-0.4736736092984604,228414,-0.12491978668775715,,S
135,0,-0.3693648410115938,"Sobey, Mr. Samuel James Hayden",male,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,C.A. 29178,-0.3866707201133388,,S
136,0,-0.3693648410115938,"Richard, Mr. Emile",male,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,SC/PARIS 2133,-0.3454791770670269,,C
137,1,-1.5661069258891576,"Newsom, Miss. Helen Monypeny",female,-0.7370405721877009,-0.47454519624983954,2.0089333664952354,11752,-0.11921562980779811,D47,S
138,0,-1.5661069258891576,"Futrelle, Mr. Jacques Heath",male,0.5029430168352342,0.4327933656785018,-0.4736736092984604,113803,0.4207302360686478,C123,S
139,0,0.8273772438659699,"Osen, Mr. Olaf Elon",male,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,7534,-0.4628462821463391,,S
140,0,-1.5661069258891576,"Giglio, Mr. Victor",male,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,PC 17593,0.9462455716384695,B86,C
141,0,0.8273772438659699,"Boulos, Mrs. Joseph (Sultana)",female,,-0.47454519624983954,2.0089333664952354,2678,-0.3414522396297103,,C
142,1,0.8273772438659699,"Nysten, Miss. Anna Sofia",female,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,347081,-0.49237782784290063,,S
143,1,0.8273772438659699,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,-0.3926006863479967,0.4327933656785018,-0.4736736092984604,STON/O2. 3101279,-0.32928686163157667,,S
144,0,0.8273772438659699,"Burke, Mr. Jeremiah",male,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,365222,-0.5125125150294839,,Q
145,0,-0.3693648410115938,"Andrew, Mr. Edgardo Samuel",male,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,231945,-0.41687275089321363,,S
146,0,-0.3693648410115938,"Nicholls, Mr. Joseph Charles",male,-0.7370405721877009,0.4327933656785018,0.7676298785983874,C.A. 33112,0.09152810056801232,,S
147,1,0.8273772438659699,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,350043,-0.49145565916975514,,S
148,0,0.8273772438659699,"Ford, Miss. Robina Maggie ""Ruby""",female,-1.4259203438671093,1.340131927606843,2.0089333664952354,W./C. 6608,0.04370821849987721,,S
149,0,-0.3693648410115938,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,0.4684990282512638,-0.47454519624983954,2.0089333664952354,230080,-0.12491978668775715,F2,S
150,0,-0.3693648410115938,"Byles, Rev. Thomas Roussel Davids",male,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,244310,-0.3866707201133388,,S
151,0,-0.3693648410115938,"Bateman, Rev. Robert James",male,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,S.O.P. 1166,-0.39623469652696586,,S
152,1,-1.5661069258891576,"Pears, Mrs. Thomas (Edith Wearne)",female,-0.5303766406838785,0.4327933656785018,-0.4736736092984604,113776,0.6925485130875209,C2,S
153,0,0.8273772438659699,"Meo, Mr. Alfonzo",male,1.7773705944421399,-0.47454519624983954,-0.4736736092984604,A.5. 11206,-0.4863374216869257,,S
154,0,0.8273772438659699,"van Billiard, Mr. Austin Blyler",male,0.7440509369230272,-0.47454519624983954,2.0089333664952354,A/5. 851,-0.35646868933346404,,S
155,0,0.8273772438659699,"Olsen, Mr. Ole Martin",male,,-0.47454519624983954,-0.4736736092984604,Fa 265302,-0.5011867534870308,,S
156,0,-1.5661069258891576,"Williams, Mr. Charles Duane",male,1.4673746971864061,-0.47454519624983954,0.7676298785983874,PC 17597,0.5874293382238074,,C
157,1,0.8273772438659699,"Gilnagh, Miss. Katherine ""Katie""",female,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,35851,-0.49271407711891657,,Q
158,0,0.8273772438659699,"Corn, Mr. Harry",male,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392090,-0.4863374216869257,,S
159,0,0.8273772438659699,"Smiljanic, Mr. Mile",male,,-0.47454519624983954,-0.4736736092984604,315037,-0.47400492578514347,,S
160,0,0.8273772438659699,"Sage, Master. Thomas Henry",male,,6.784163299176891,2.0089333664952354,CA. 2343,0.7519458402879414,,S
161,0,0.8273772438659699,"Cribb, Mr. John Hatfield",male,0.9851588570108202,-0.47454519624983954,0.7676298785983874,371362,-0.32425318983493084,,S
162,1,-0.3693648410115938,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,0.7096069483390568,-0.47454519624983954,-0.4736736092984604,C.A. 33595,-0.331300330350235,,S
163,0,0.8273772438659699,"Bengtsson, Mr. John Viktor",male,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,347068,-0.4918744606632361,,S
164,0,0.8273772438659699,"Calic, Mr. Jovo",male,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,315093,-0.47400492578514347,,S
165,0,0.8273772438659699,"Panula, Master. Eino Viljami",male,-1.977024161210636,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,,S
166,1,0.8273772438659699,"Goldsmith, Master. Frank John William ""Frankie""",male,-1.4259203438671093,-0.47454519624983954,2.0089333664952354,363291,-0.2351571990343002,,S
167,1,-1.5661069258891576,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,-0.47454519624983954,0.7676298785983874,113505,0.4589861417231558,E33,S
168,0,0.8273772438659699,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,1.054046834178761,0.4327933656785018,4.491540342288931,347088,-0.08666388103324908,,S
169,0,-1.5661069258891576,"Baumann, Mr. John D",male,,-0.47454519624983954,-0.4736736092984604,PC 17318,-0.12642988822675086,,S
170,0,0.8273772438659699,"Ling, Mr. Lee",male,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,,S
171,0,-1.5661069258891576,"Van der hoef, Mr. Wyckoff",male,2.1562544688658143,-0.47454519624983954,-0.4736736092984604,111240,0.026090367211616904,B19,S
172,0,0.8273772438659699,"Rice, Master. Arthur",male,-1.7703602297068137,3.1548090514635256,0.7676298785983874,382652,-0.06199888922968463,,Q
173,1,0.8273772438659699,"Johnson, Miss. Eleanor Ileen",female,-1.977024161210636,0.4327933656785018,0.7676298785983874,347742,-0.4242561406845337,,S
174,0,0.8273772438659699,"Sivola, Mr. Antti Wilhelm",male,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,STON/O 2. 3101280,-0.4888542575852486,,S
175,0,-1.5661069258891576,"Smith, Mr. James Clinch",male,1.8118145830261103,-0.47454519624983954,-0.4736736092984604,17764,-0.030371322596999754,A7,C
